SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
550.0,1.0,1.0,88.46,39.1,3.0,37.71,37.43,85.48,1.6,3.0,5.0,7.0,1.0,12.0,157228.1596
550.0,1.0,2.0,449.25,22.78,5.0,7.31,17.24,88.99,1.57,3.0,6.0,9.0,1.0,20.0,216504.7266
1473.2,4.0,3.0,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.0,4.0,6.0,1.0,11.0,460532.137
933.34,2.0,2.0,590.33,20.44,10.0,9.81,1.25,89.69,1.15,6.0,3.0,6.0,1.0,5.0,247731.2391
550.0,4.0,4.0,343.24,52.21,9.0,7.92,11.55,90.03,1.2,9.0,6.0,9.0,1.0,14.0,522543.267
810.88,3.0,2.0,413.01,45.42,4.0,76.84,17.03,94.36,1.81,4.0,10.0,4.0,1.0,17.0,109579.1331
550.0,3.0,3.0,739.1,53.78,3.0,75.09,8.38,98.77,1.91,1.0,2.0,5.0,1.0,21.0,50490.9021
840.32,3.0,3.0,263.42,0.66,6.0,2.04,6.78,99.9,1.97,7.0,8.0,6.0,1.0,5.0,387298.0928
922.31,3.0,3.0,314.82,47.2,9.0,1.1,22.2,93.56,2.48,7.0,10.0,7.0,1.0,12.0,328178.1174
1529.15,5.0,4.0,802.42,51.26,7.0,15.41,19.48,99.63,0.92,7.0,8.0,6.0,1.0,7.0,777690.5729624999
550.0,1.0,2.0,508.93,56.96,6.0,54.31,13.85,99.9,2.58,4.0,1.0,5.0,1.0,22.0,78899.89327
1466.77,3.0,3.0,862.44,56.45,9.0,12.44,19.77,89.13,1.32,6.0,3.0,3.0,1.0,11.0,467686.5835
550.0,2.0,3.0,21.78,53.89,5.0,36.83,26.37,86.5,1.11,4.0,2.0,2.0,1.0,11.0,92027.62242
901.73,1.0,4.0,110.39,33.46,6.0,88.29,2.77,91.8,1.39,5.0,7.0,7.0,1.0,1.0,289142.1729
550.0,3.0,4.0,323.31,32.52,6.0,25.8,4.81,86.52,1.18,4.0,1.0,2.0,1.0,20.0,367980.7315
942.63,1.0,3.0,628.54,40.96,8.0,61.55,10.03,98.32,1.53,4.0,7.0,5.0,1.0,8.0,171620.7794
550.0,3.0,2.0,889.16,24.57,7.0,11.62,3.4,99.9,0.46,4.0,7.0,4.0,1.0,20.0,105986.9478
2089.87,4.0,3.0,496.28,39.12,7.0,5.77,12.44,99.9,1.35,7.0,3.0,4.0,1.0,8.0,420667.8432
1637.2,1.0,3.0,332.56,14.58,7.0,60.88,4.85,92.75,1.39,3.0,2.0,6.0,1.0,12.0,263026.312
829.74,2.0,4.0,740.29,7.17,10.0,10.99,34.49,95.51,0.69,5.0,4.0,3.0,1.0,24.0,435751.7904
550.0,3.0,5.0,550.62,58.75,8.0,9.94,26.9,91.61,1.79,2.0,9.0,4.0,1.0,20.0,222234.5043
1117.44,1.0,3.0,654.84,31.69,7.0,84.53,28.75,92.97,2.01,2.0,2.0,3.0,1.0,10.0,117076.4938
578.86,2.0,4.0,250.57,9.24,8.0,109.2,2.57,91.02,1.69,4.0,3.0,6.0,1.0,14.0,24650.53175
1385.27,3.0,4.0,659.49,29.36,7.0,28.24,17.41,99.9,1.68,4.0,3.0,8.0,1.0,9.0,493769.4058
550.0,2.0,2.0,84.42,18.1,6.0,106.41,13.94,95.77,1.19,4.0,6.0,3.0,1.0,33.5,105826.265
1318.75,1.0,5.0,429.97,27.45,10.0,21.49,9.87,93.81,1.32,3.0,6.0,6.0,1.0,13.0,381018.5214
2057.02,1.0,4.0,574.14,51.02,8.0,18.23,34.07,97.88,0.73,6.0,8.0,4.0,1.0,22.0,427317.4574
1295.36,1.0,2.0,46.4,44.02,4.0,106.99,16.08,96.13,1.65,5.0,4.0,5.0,1.0,22.0,295860.602
1825.36,4.0,3.0,743.7,21.25,7.0,53.53,6.74,92.37,0.49,4.0,5.0,4.0,1.0,33.0,597928.3551
1779.8,2.0,3.0,186.06,20.99,9.0,113.8,17.58,99.9,2.25,7.0,6.0,7.0,1.0,6.0,306335.3947
1146.65,2.0,4.0,819.96,63.77,6.0,17.55,25.19,85.4,2.53,7.0,1.0,2.0,1.0,16.0,279358.9368
550.0,1.0,3.0,83.41,36.73,4.0,87.14,4.38,86.1,1.71,1.0,3.0,6.0,1.0,19.0,86726.03067
550.0,1.0,1.0,885.02,62.82,5.0,84.19,41.49,97.04,1.13,2.0,7.0,7.0,1.0,16.0,188361.0412
1366.41,2.0,4.0,1067.16,0.58,9.0,26.46,22.74,97.09,1.33,6.0,7.0,8.0,1.0,28.0,371832.5018
1261.43,3.0,1.0,326.72,52.91,7.0,33.88,9.32,99.9,2.29,5.0,5.0,6.0,1.0,33.5,158167.546
1325.96,3.0,3.0,876.35,13.03,10.0,55.88,8.51,94.91,0.66,8.0,5.0,5.0,1.0,15.0,420059.0146
1568.42,1.0,2.0,658.36,2.82,9.0,102.5,17.15,98.17,2.18,7.0,6.0,6.0,1.0,33.5,193929.785
600.25,1.0,4.0,641.45,19.99,6.0,43.35,20.55,92.12,1.78,6.0,9.0,7.0,1.0,10.0,262857.0748
1181.66,1.0,3.0,72.85,31.91,5.0,42.25,17.37,93.34,1.59,6.0,2.0,6.0,1.0,5.0,254675.4163
1199.21,2.0,2.0,562.34,66.9,7.0,59.89,39.01,84.63,0.82,6.0,10.0,9.0,1.0,30.0,236476.2493
1428.71,2.0,3.0,959.21,22.77,10.0,19.33,8.89,99.9,0.49,8.0,10.0,10.0,1.0,19.0,581412.6396
550.0,3.0,3.0,859.58,0.76,9.0,64.25,13.59,91.93,1.94,3.0,1.0,6.0,1.0,14.0,282524.7182
1488.04,3.0,1.0,707.73,22.05,7.0,111.86,15.9,97.59,1.71,4.0,4.0,6.0,1.0,21.0,119951.8576
938.02,1.0,3.0,130.91,22.04,7.0,19.66,23.46,94.91,1.66,5.0,4.0,8.0,1.0,22.0,112062.5659
1764.72,3.0,3.0,1308.7725,36.55,7.0,41.82,10.11,95.33,1.72,7.0,10.0,7.0,1.0,11.0,539339.0473
1937.36,4.0,1.0,471.75,33.14,8.0,34.71,1.37,85.37,0.56,6.0,8.0,7.0,1.0,20.0,572903.6641
550.0,4.0,3.0,160.54,3.1,8.0,58.61,11.33,94.97,0.72,3.0,5.0,5.0,1.0,6.0,219187.1602
2219.73,1.0,4.0,916.15,15.2,9.0,59.67,9.7,97.59,1.12,6.0,10.0,9.0,1.0,6.0,522868.3969
675.22,4.0,3.0,203.03,5.55,7.0,3.34,15.29,88.86,2.06,5.0,5.0,9.0,1.0,9.0,529115.9739
550.0,2.0,3.0,754.57,12.47,9.0,48.38,23.74,96.6,1.87,4.0,8.0,8.0,1.0,33.5,48400.3444
550.0,2.0,3.0,31.71,61.33,4.0,137.10750000000002,27.4,99.9,2.8600000000000003,2.0,4.0,2.0,1.0,9.0,166357.3197
627.24,4.0,3.0,1104.18,12.29,6.0,52.29,25.13,99.9,0.96,5.0,10.0,9.0,1.0,22.0,374900.6761
876.01,4.0,4.0,255.08,7.12,8.0,59.58,1.6,99.9,1.48,8.0,7.0,6.0,1.0,10.0,403239.3194
1017.91,4.0,2.0,740.03,9.07,5.0,51.09,1.42,89.52,1.65,3.0,7.0,7.0,1.0,20.0,370949.6987
1517.93,2.0,3.0,446.08,25.24,7.0,9.86,13.14,97.69,1.1,5.0,8.0,9.0,1.0,11.0,496716.6455
1449.58,2.0,4.0,887.59,32.01,10.0,61.98,6.39,98.39,2.68,5.0,7.0,7.0,1.0,29.0,261918.9326
550.0,2.0,1.0,464.48,17.37,6.0,58.57,9.18,96.32,0.75,2.0,5.0,7.0,1.0,33.5,31465.79415
588.25,2.0,3.0,253.35,4.08,7.0,56.31,9.54,90.48,1.42,4.0,4.0,7.0,1.0,9.0,223730.4531
995.06,1.0,3.0,131.62,20.97,7.0,21.68,14.02,93.63,2.26,4.0,9.0,9.0,1.0,20.0,195096.2711
691.0,3.0,3.0,653.22,39.24,7.0,137.10750000000002,14.62,93.87,0.78,5.0,10.0,6.0,1.0,25.0,477110.2431
1102.93,4.0,4.0,976.97,36.55,9.0,50.69,8.77,99.9,1.43,6.0,9.0,7.0,1.0,17.0,680922.3576
1436.09,3.0,4.0,587.68,29.05,8.0,5.69,8.44,90.56,1.76,7.0,5.0,8.0,1.0,9.0,366702.7872
1349.32,1.0,2.0,846.47,27.37,8.0,38.11,22.02,99.9,2.18,7.0,10.0,9.0,1.0,24.0,231730.7905
891.84,2.0,3.0,731.06,68.74,8.0,31.8,9.57,97.41,2.07,2.0,7.0,8.0,1.0,19.0,170618.0334
1923.1,4.0,2.0,294.11,12.89,9.0,116.99,11.21,86.33,2.1,5.0,9.0,5.0,1.0,15.0,451685.4113
739.23,2.0,2.0,472.3,37.34,7.0,43.04,9.92,89.77,1.85,8.0,6.0,5.0,1.0,24.0,45843.39588
1145.69,2.0,4.0,838.22,37.55,8.0,85.09,20.07,89.15,0.68,9.0,8.0,10.0,1.0,18.0,459830.0903
774.77,1.0,4.0,314.94,2.14,10.0,20.7,10.06,93.34,1.09,6.0,10.0,8.0,1.0,8.0,171732.6014
1620.46,4.0,3.0,709.5,12.67,7.0,53.19,7.02,99.9,1.67,9.0,6.0,5.0,1.0,16.0,522443.3512
603.16,1.0,3.0,282.5,9.15,6.0,2.55,7.0,99.06,1.05,2.0,6.0,5.0,1.0,16.0,99885.88677
1252.56,3.0,2.0,239.71,25.03,8.0,22.39,2.31,95.09,2.18,6.0,10.0,9.0,1.0,24.0,307791.9793
550.0,1.0,3.0,274.41,4.6,7.0,25.09,26.43,95.17,1.55,6.0,6.0,8.0,1.0,9.0,112568.3776
790.32,1.0,3.0,603.84,14.13,9.0,21.54,20.21,98.89,1.53,5.0,5.0,7.0,1.0,18.0,249974.722
1366.61,3.0,2.0,457.34,14.45,7.0,73.92,12.84,91.76,0.53,6.0,3.0,10.0,1.0,14.0,287685.426
1849.91,3.0,3.0,778.43,11.23,9.0,18.19,12.1,99.9,2.02,9.0,8.0,6.0,1.0,11.0,777690.5729624999
1510.98,4.0,2.0,440.43,24.34,9.0,20.07,25.71,86.48,1.47,6.0,7.0,6.0,1.0,7.0,356311.6982
776.64,3.0,3.0,574.18,23.16,6.0,47.78,17.25,89.03,1.87,7.0,9.0,6.0,1.0,14.0,329569.1663
1731.68,5.0,2.0,737.01,27.41,3.0,27.02,7.53,94.68,1.48,7.0,10.0,8.0,1.0,29.0,688242.854
946.9,1.0,3.0,596.87,25.8,6.0,120.73,26.67,97.35,1.82,1.0,5.0,5.0,1.0,28.0,38906.05314
1382.35,2.0,2.0,611.37,59.53,5.0,104.07,0.34,99.9,1.56,2.0,5.0,6.0,1.0,2.0,151208.2863
1030.61,2.0,2.0,1131.48,21.85,6.0,35.21,28.41,99.9,1.3,5.0,8.0,5.0,1.0,6.0,200968.0919
744.45,1.0,2.0,632.75,46.56,3.0,39.75,16.84,91.36,1.66,3.0,1.0,2.0,1.0,14.0,110397.4394
1361.81,3.0,3.0,583.9,47.28,8.0,136.94,17.22,98.1,1.67,6.0,4.0,7.0,1.0,14.0,430979.5042
1176.33,3.0,1.0,574.0,6.05,6.0,12.52,13.88,87.44,1.2,6.0,5.0,7.0,1.0,12.0,264084.9694
550.0,2.0,3.0,486.54,32.23,6.0,10.28,2.39,93.11,1.49,3.0,8.0,7.0,1.0,14.0,40960.15255
1572.71,1.0,1.0,323.24,61.86,3.0,85.1,1.45,94.68,1.17,3.0,3.0,4.0,1.0,22.0,64312.6194
550.0,4.0,3.0,115.61,55.8,7.0,62.53,20.59,94.59,2.14,7.0,6.0,6.0,1.0,16.0,277952.8699
1697.87,1.0,3.0,722.04,11.27,9.0,69.99,13.27,94.83,2.03,8.0,8.0,6.0,1.0,17.0,338884.132
1556.04,4.0,3.0,129.86,23.05,8.0,29.92,10.8,96.14,1.76,7.0,3.0,7.0,1.0,19.0,490452.6457
550.0,2.0,3.0,680.53,21.93,6.0,85.3,5.24,93.11,0.99,4.0,1.0,3.0,1.0,13.0,14620.32686
550.0,2.0,2.0,33.57,36.28,5.0,85.2,15.28,89.68,1.07,3.0,5.0,3.0,1.0,33.0,75275.05151
611.78,3.0,2.0,779.85,9.41,5.0,39.83,13.24,95.3,1.13,3.0,6.0,6.0,1.0,7.0,169478.8411
1033.74,1.0,2.0,815.76,7.63,4.0,137.0,27.3,95.02,1.93,4.0,10.0,7.0,1.0,14.0,22891.25316
914.83,1.0,2.0,381.4,23.56,8.0,51.27,13.35,99.13,1.51,4.0,7.0,8.0,1.0,17.0,107399.2609
1396.47,3.0,3.0,989.85,1.44,6.0,111.41,15.64,97.34,1.63,6.0,1.0,2.0,1.0,22.0,352774.319
550.0,4.0,4.0,575.71,23.91,8.0,7.52,10.24,86.52,0.93,5.0,7.0,5.0,1.0,27.0,339758.8141
1275.35,3.0,4.0,718.87,2.33,7.0,47.5,15.18,92.26,2.13,6.0,8.0,5.0,1.0,13.0,534945.6514
1934.49,2.0,3.0,227.09,66.53,6.0,35.68,8.88,89.48,1.69,6.0,6.0,9.0,1.0,8.0,412625.2156
1200.48,1.0,4.0,626.2,25.45,10.0,51.72,6.59,90.58,1.38,9.0,6.0,6.0,1.0,17.0,402195.9733
694.2,1.0,4.0,945.74,49.35,9.0,35.72,4.68,99.78,1.17,3.0,1.0,2.0,1.0,23.0,271988.8921
907.46,3.0,4.0,312.55,34.28,8.0,24.74,6.2,99.45,1.6,7.0,10.0,8.0,1.0,30.0,232930.0119
1111.9,2.0,2.0,641.02,13.68,5.0,10.92,0.12,95.18,2.01,8.0,7.0,10.0,1.0,33.5,524650.8324
550.0,2.0,2.0,649.67,9.63,6.0,114.35,27.58,98.08,0.94,4.0,10.0,5.0,1.0,14.0,63368.91918
1976.27,1.0,2.0,484.51,45.27,8.0,5.04,0.92,95.04,1.85,6.0,9.0,7.0,1.0,14.0,145038.4935
1138.64,1.0,3.0,671.57,39.86,9.0,78.51,2.48,99.41,0.87,5.0,8.0,7.0,1.0,22.0,40102.89912
1031.45,3.0,5.0,355.85,25.33,7.0,44.06,11.57,95.96,2.28,3.0,10.0,9.0,1.0,26.0,629918.6479
998.18,2.0,5.0,358.05,4.74,7.0,79.88,4.86,83.21,1.79,5.0,6.0,7.0,1.0,19.0,344306.9524
1289.15,1.0,3.0,381.0,13.69,8.0,50.84,37.08,89.59,1.37,3.0,6.0,4.0,1.0,13.0,251688.49
1505.35,1.0,4.0,343.48,32.63,6.0,30.14,14.29,88.78,0.82,4.0,7.0,5.0,1.0,11.0,262888.9327
1346.33,2.0,3.0,217.76,26.23,6.0,137.10750000000002,25.51,80.42375000000001,1.3,5.0,7.0,5.0,1.0,19.0,328938.8752
596.09,1.0,2.0,54.12,2.88,8.0,15.32,33.59,98.08,1.25,3.0,3.0,8.0,1.0,14.0,149090.0563
1348.07,1.0,4.0,36.94,23.95,10.0,21.52,23.56,92.8,2.2,7.0,10.0,10.0,1.0,26.0,203193.2209
715.39,1.0,3.0,398.03,59.49,8.0,57.11,51.165000000000006,99.9,1.54,3.0,8.0,9.0,1.0,18.0,238108.644
736.63,3.0,3.0,809.09,55.02,4.0,60.08,22.31,96.1,2.23,3.0,5.0,9.0,1.0,16.0,160045.6193
550.0,3.0,2.0,760.75,42.44,3.0,26.35,32.58,95.71,1.93,2.0,8.0,6.0,1.0,33.5,130597.5884
818.16,2.0,2.0,652.94,16.28,8.0,12.9,20.93,95.68,0.94,6.0,8.0,9.0,1.0,17.0,212660.6431
1259.23,4.0,5.0,741.42,12.62,8.0,1.9,4.64,97.29,0.8,6.0,1.0,5.0,1.0,11.0,777690.5729624999
1280.95,3.0,5.0,824.24,49.04,10.0,6.26,14.41,93.46,0.54,9.0,10.0,5.0,1.0,22.0,517856.6916
1155.22,1.0,2.0,484.34,25.07,7.0,39.91,6.17,89.42,1.44,5.0,9.0,9.0,1.0,13.0,109198.6338
2061.01,2.0,3.0,609.15,6.65,8.0,45.32,18.95,89.56,1.68,6.0,8.0,5.0,1.0,14.0,334948.7634
702.41,4.0,3.0,819.36,48.76,9.0,29.51,16.33,99.9,2.41,6.0,10.0,9.0,1.0,11.0,205762.915
647.33,2.0,1.0,540.53,41.62,7.0,109.19,11.28,99.9,1.27,4.0,7.0,8.0,1.0,23.0,35560.89313
1521.66,1.0,4.0,364.8,31.69,4.0,42.24,30.23,90.42,0.48,2.0,1.0,6.0,1.0,17.0,292060.6198
1608.32,2.0,3.0,1111.4,32.16,9.0,32.37,14.37,93.45,1.53,5.0,1.0,6.0,1.0,11.0,292657.6862
748.89,2.0,5.0,604.86,48.13,6.0,96.5,45.95,98.02,1.33,5.0,6.0,9.0,1.0,12.0,362908.1485
1086.21,1.0,4.0,761.18,25.23,10.0,28.88,19.41,97.64,2.23,6.0,6.0,5.0,1.0,13.0,345521.1114
550.0,2.0,2.0,293.55,33.32,5.0,18.18,34.02,83.76,1.19,3.0,7.0,6.0,1.0,21.0,112458.3855
1110.0,2.0,3.0,920.57,10.05,6.0,35.18,5.96,93.25,1.93,7.0,6.0,5.0,1.0,15.0,370772.029
636.72,2.0,3.0,600.31,56.71,6.0,14.92,37.87,89.58,1.85,2.0,8.0,5.0,1.0,19.0,162127.6579
550.0,2.0,2.0,331.56,23.64,3.0,73.67,43.44,88.2,1.97,1.0,8.0,7.0,1.0,19.0,164503.459
674.64,1.0,3.0,730.15,13.36,5.0,6.17,12.54,94.65,1.42,4.0,8.0,5.0,1.0,21.0,164525.719
550.0,1.0,1.0,398.21,18.23,6.0,4.3,0.98,99.2,1.23,4.0,1.0,5.0,1.0,22.0,55545.07602
1187.94,1.0,5.0,648.2,2.47,9.0,23.57,4.17,97.08,1.27,4.0,7.0,3.0,1.0,17.0,360786.3084
882.35,3.0,2.0,663.78,38.72,6.0,90.68,16.03,91.56,1.84,3.0,2.0,6.0,1.0,11.0,79451.59788
1003.91,5.0,4.0,489.13,22.46,9.0,15.56,13.42,97.53,1.24,6.0,8.0,9.0,1.0,6.0,693084.4985
1106.34,4.0,3.0,431.21,20.21,10.0,79.66,0.11,91.15,0.42,7.0,4.0,8.0,1.0,9.0,627541.7513
1777.14,1.0,3.0,848.92,40.2,10.0,9.19,16.43,96.89,1.23,6.0,10.0,9.0,1.0,11.0,362634.6568
820.57,4.0,3.0,775.99,35.78,8.0,43.55,1.43,99.9,1.9,9.0,10.0,9.0,1.0,9.0,457160.5421
1470.97,2.0,4.0,253.54,44.06,6.0,72.28,5.73,92.19,1.83,5.0,10.0,7.0,1.0,10.0,391043.9456
1175.28,1.0,4.0,557.65,16.35,7.0,39.81,39.11,96.11,1.13,7.0,10.0,9.0,1.0,33.5,405737.939
915.33,3.0,4.0,404.85,7.19,7.0,30.86,49.13,88.4,1.2,5.0,1.0,4.0,1.0,21.0,328689.7898
1153.92,2.0,3.0,669.68,14.18,7.0,3.59,5.8,94.9,1.03,6.0,5.0,7.0,1.0,11.0,203923.5004
550.0,1.0,4.0,189.21,36.8,5.0,24.34,8.64,86.38,2.33,4.0,9.0,3.0,1.0,18.0,83277.7123
1092.84,3.0,3.0,972.76,25.6,6.0,42.65,28.11,90.72,1.0,4.0,1.0,7.0,1.0,17.0,329676.3405
1147.95,1.0,3.0,190.36,1.1,6.0,44.35,3.07,99.9,1.43,8.0,6.0,9.0,1.0,17.0,317214.4615
1388.44,1.0,4.0,606.26,5.27,7.0,48.47,5.62,81.13,2.06,6.0,6.0,9.0,1.0,6.0,326300.5592
1054.14,2.0,2.0,308.78,44.33,8.0,46.52,22.4,98.67,1.46,5.0,8.0,4.0,1.0,16.0,285593.5007
867.61,1.0,3.0,154.71,14.86,6.0,70.8,16.75,90.87,1.87,4.0,6.0,4.0,1.0,27.0,114759.2602
1204.28,2.0,3.0,327.57,40.12,8.0,49.44,39.04,91.22,1.05,3.0,4.0,5.0,1.0,5.0,222074.0688
930.28,1.0,2.0,2.75,8.77,5.0,90.78,45.94,95.6,1.64,1.0,2.0,5.0,1.0,15.0,64905.60061
561.54,4.0,2.0,573.31,56.63,7.0,125.84,33.07,97.38,2.62,6.0,9.0,9.0,1.0,17.0,101324.5966
1161.42,1.0,4.0,470.5,30.05,9.0,55.89,18.69,99.9,0.76,8.0,4.0,6.0,1.0,18.0,371305.3071
601.46,3.0,3.0,414.33,62.41,6.0,34.92,40.73,92.16,2.02,6.0,6.0,5.0,1.0,15.0,349307.7433
762.24,2.0,3.0,294.87,23.64,8.0,29.49,2.7,98.69,0.86,6.0,6.0,5.0,1.0,11.0,162776.3789
976.39,2.0,2.0,292.84,66.65,6.0,20.97,40.99,99.9,1.8,6.0,4.0,4.0,1.0,19.0,218690.8488
1510.55,3.0,2.0,145.97,40.03,8.0,10.94,6.26,94.82,1.23,9.0,10.0,6.0,1.0,27.0,460759.3303
1426.26,2.0,4.0,405.28,2.24,9.0,37.18,4.32,87.82,0.94,4.0,4.0,8.0,1.0,11.0,431172.7581
755.85,2.0,2.0,470.39,50.19,3.0,4.15,38.3,94.38,2.8600000000000003,3.0,5.0,6.0,1.0,10.0,94538.71523
1291.47,1.0,2.0,428.66,31.55,6.0,119.97,33.04,81.08,1.17,4.0,2.0,4.0,1.0,9.0,27149.45537
1134.09,4.0,4.0,313.09,48.32,9.0,80.35,19.63,93.26,0.13999999999999968,5.0,5.0,6.0,1.0,11.0,474472.5611
550.0,2.0,2.0,125.4,31.75,7.0,59.81,26.48,88.72,0.73,4.0,5.0,8.0,1.0,15.0,170331.2886
2019.13,5.0,4.0,1084.36,60.23,9.0,31.91,25.37,91.72,1.15,8.0,10.0,10.0,1.0,12.0,681630.8752
602.49,1.0,2.0,489.82,19.38,8.0,27.12,28.91,99.9,0.98,3.0,8.0,5.0,1.0,18.0,181690.251
1245.36,1.0,4.0,727.46,48.94,8.0,33.55,19.67,99.9,1.86,4.0,6.0,4.0,1.0,18.0,358004.9016
654.74,2.0,1.0,129.03,32.25,4.0,92.29,11.27,87.29,2.22,2.0,2.0,6.0,1.0,13.0,50183.688
1579.72,3.0,4.0,89.37,39.68,9.0,51.07,8.63,93.55,1.56,2.0,6.0,8.0,1.0,23.0,494665.3942
1327.08,2.0,1.0,84.94,62.88,5.0,77.01,20.69,81.44,1.29,4.0,3.0,2.0,1.0,21.0,38544.36169
1901.93,5.0,4.0,674.85,15.8,10.0,13.78,3.5,94.65,0.3,9.0,10.0,10.0,1.0,12.0,665393.7856
587.82,1.0,3.0,756.76,6.09,6.0,35.71,15.81,99.66,1.3,5.0,7.0,7.0,1.0,17.0,262199.615
550.0,2.0,2.0,265.49,30.26,4.0,34.15,51.165000000000006,93.0,2.48,3.0,10.0,4.0,1.0,10.0,18207.1855
1484.11,4.0,5.0,669.33,3.52,10.0,14.49,10.44,99.9,1.43,9.0,6.0,8.0,1.0,14.0,777690.5729624999
1465.35,3.0,3.0,588.34,48.88,7.0,49.88,19.22,94.82,1.73,4.0,10.0,8.0,1.0,13.0,453131.6806
1074.82,2.0,3.0,915.9,43.43,6.0,23.2,1.09,99.9,1.86,5.0,8.0,10.0,1.0,31.0,428905.1684
732.98,2.0,3.0,646.2,24.02,3.0,67.49,32.34,91.8,1.16,1.0,7.0,6.0,1.0,20.0,255766.0327
550.0,2.0,3.0,182.65,35.88,9.0,56.2,19.66,83.22,1.44,5.0,6.0,5.0,1.0,6.0,263885.1559
1186.48,3.0,2.0,672.77,82.91125,4.0,48.44,38.96,89.3,1.31,7.0,7.0,6.0,1.0,24.0,191579.6035
847.12,2.0,2.0,430.48,14.9,7.0,124.71,18.6,88.31,2.33,6.0,3.0,3.0,1.0,9.0,95786.87268
980.7,3.0,5.0,971.62,22.44,8.0,11.42,13.4,87.36,1.66,5.0,5.0,7.0,1.0,21.0,335832.274
2368.87,1.0,3.0,271.55,9.6,10.0,110.92,22.13,99.9,0.46,8.0,10.0,8.0,1.0,16.0,725629.5569
2120.93,3.0,3.0,868.57,22.37,9.0,23.94,1.45,95.96,1.61,6.0,6.0,6.0,1.0,17.0,349876.264
891.51,3.0,5.0,198.59,1.57,8.0,51.09,27.83,97.3,1.26,4.0,6.0,7.0,1.0,11.0,480095.466
798.96,2.0,1.0,618.83,31.33,4.0,30.34,26.49,91.07,2.18,4.0,2.0,4.0,1.0,17.0,136645.7735
2032.13,3.0,5.0,1233.56,61.39,10.0,23.32,5.39,99.39,1.43,8.0,7.0,8.0,1.0,5.0,699187.1606
672.46,2.0,2.0,292.67,42.51,4.0,137.10750000000002,23.04,85.39,1.16,3.0,1.0,3.0,1.0,6.0,88332.07487
641.65,2.0,3.0,651.03,23.31,6.0,115.45,23.51,83.46,1.57,2.0,9.0,6.0,1.0,6.0,147523.6847
550.0,2.0,4.0,304.19,67.46,8.0,31.83,26.15,92.85,2.12,3.0,10.0,8.0,1.0,25.0,143219.0943
550.0,4.0,1.0,307.61,10.8,6.0,93.42,23.02,95.98,1.02,2.0,1.0,5.0,1.0,14.0,27563.54598
714.9,4.0,3.0,662.04,42.74,5.0,10.04,10.78,90.76,1.11,3.0,2.0,7.0,1.0,3.0,242058.879
918.6,4.0,4.0,29.52,19.74,8.0,5.46,5.15,97.86,1.12,7.0,4.0,4.0,1.0,19.0,418393.8771
972.44,1.0,3.0,181.58,72.18,7.0,38.06,35.95,94.53,1.51,4.0,3.0,7.0,1.0,21.0,191925.6804
1154.18,2.0,3.0,502.4,24.28,9.0,37.55,8.15,91.47,1.11,6.0,4.0,5.0,1.0,17.0,267380.9324
1666.43,3.0,4.0,702.82,36.29,5.0,6.75,3.74,82.82,1.4,7.0,4.0,7.0,1.0,21.0,748591.0803
837.35,1.0,3.0,464.09,39.42,5.0,8.64,14.07,82.06,0.72,2.0,10.0,7.0,1.0,15.0,133694.9109
670.81,2.0,3.0,777.24,46.45,4.0,5.82,19.03,90.0,1.1,2.0,1.0,2.0,1.0,14.0,10505.83786
996.24,1.0,3.0,117.07,27.0,6.0,38.86,13.49,85.4,2.39,1.0,9.0,5.0,1.0,5.0,247092.6927
550.0,3.0,3.0,1023.45,3.96,8.0,62.71,14.45,87.38,0.98,7.0,6.0,4.0,1.0,6.0,250269.4217
1463.97,2.0,4.0,244.47,18.82,8.0,48.42,13.95,92.28,1.77,3.0,2.0,5.0,1.0,20.0,275682.3283
1077.55,2.0,4.0,81.33,8.21,7.0,7.57,27.18,92.21,1.75,7.0,1.0,7.0,1.0,6.0,377359.4058
1330.24,3.0,1.0,573.49,37.93,7.0,64.0,10.25,99.9,1.26,5.0,1.0,2.0,1.0,16.0,202162.6814
1091.18,1.0,2.0,607.0,43.88,6.0,105.06,28.52,98.7,2.8,5.0,6.0,7.0,1.0,10.0,131331.2313
550.0,1.0,3.0,245.38,12.0,7.0,45.91,18.71,83.68,2.05,1.0,10.0,7.0,1.0,10.0,19465.29387
752.71,3.0,2.0,825.31,44.37,4.0,8.94,19.79,89.35,1.6,3.0,9.0,5.0,1.0,14.0,186015.9452
1809.95,2.0,3.0,863.25,18.64,9.0,52.65,15.26,91.05,2.8,6.0,4.0,3.0,1.0,6.0,349915.3882
980.09,3.0,3.0,849.4,27.13,9.0,51.49,40.97,91.91,2.13,8.0,6.0,8.0,1.0,11.0,367215.5415
1541.96,1.0,3.0,833.53,8.55,5.0,50.92,1.51,99.9,1.39,6.0,10.0,8.0,1.0,14.0,289551.7302
1415.04,2.0,4.0,644.83,59.21,6.0,92.49,19.87,95.99,1.82,8.0,5.0,4.0,1.0,12.0,423412.3229
838.09,1.0,3.0,226.89,42.48,4.0,46.32,28.58,94.15,1.57,2.0,7.0,5.0,1.0,25.0,65663.62534
1120.47,3.0,4.0,98.32,25.07,6.0,7.89,6.38,94.42,0.5,6.0,7.0,5.0,1.0,18.0,688363.2979
